广西壮族自治区贺州市,451100
广西壮族自治区来宾市,451300
广西壮族自治区贵港市,450800
广西壮族自治区河池市,451200
广西壮族自治区防城港市,450600
广西壮族自治区崇左市,451400
广西壮族自治区玉林市,450900
宁夏回族自治区固原市,640400
宁夏回族自治区中卫市,640500
宁夏回族自治区石嘴山市,640200
宁夏回族自治区吴忠市,640300
宁夏回族自治区银川市,640100
江西省九江市,360400
江西省赣州市,360700
江西省抚州市,361000
江西省景德镇市,360200
江西省萍乡市,360300
江西省南昌市,360100
江西省宜春市,360900
江西省新余市,360500
江西省吉安市,360800
江西省鹰潭市,360600
江西省上饶市,361100
浙江省舟山市,330900
浙江省台州市,331000
浙江省嘉兴市,330400
浙江省宁波市,330200
浙江省温州市,330300
浙江省丽水市,331100
浙江省衢州市,330800
浙江省金华市,330700
浙江省绍兴市,330600
浙江省湖州市,330500
浙江省杭州市,330100
河北省唐山市,130200
河北省廊坊市,131000
河北省秦皇岛市,130300
河北省张家口市,130700
河北省邯郸市,130400
河北省石家庄市,130100
河北省保定市,130600
河北省承德市,130800
河北省邢台市,130500
河北省衡水市,131100
河北省沧州市,130900
香港特别行政区北区,810000
澳门特别行政区大堂区,820000
台湾省 ,710000
甘肃省金昌市,620300
甘肃省嘉峪关市,620200
甘肃省兰州市,620100
甘肃省酒泉市,620900
甘肃省平凉市,620800
甘肃省白银市,620400
甘肃省陇南市,621200
甘肃省张掖市,620700
甘肃省甘南藏族自治州,623000
甘肃省临夏回族自治州,622900
甘肃省定西市,621100
甘肃省天水市,620500
甘肃省庆阳市,621000
甘肃省武威市,620600
四川省南充市,511300
四川省绵阳市,510700
四川省德阳市,510600
四川省巴中市,511900
四川省广元市,510800
四川省成都市,510100
四川省广安市,511600
四川省达州市,511700
四川省乐山市,511100
四川省遂宁市,510900
四川省资阳市,512000
四川省自贡市,510300
四川省眉山市,511400
四川省凉山彝族自治州,513400
四川省泸州市,510500
四川省内江市,511000
四川省宜宾市,511500
四川省攀枝花市,510400
四川省阿坝藏族羌族自治州,513200
四川省雅安市,511800
四川省甘孜藏族自治州,513300
天津市天津城区,120000
云南省曲靖市,530300
云南省昭通市,530600
云南省红河哈尼族彝族自治州,532500
云南省丽江市,530700
云南省怒江傈僳族自治州,533300
云南省西双版纳傣族自治州,532800
云南省大理白族自治州,532900
云南省玉溪市,530400
云南省保山市,530500
云南省文山壮族苗族自治州,532600
云南省迪庆藏族自治州,533400
云南省普洱市,530800
云南省楚雄彝族自治州,532300
云南省临沧市,530900
云南省德宏傣族景颇族自治州,533100
云南省昆明市,530100
北京市北京城区,110000
吉林省吉林市,220200
吉林省长春市,220100
吉林省白城市,220800
吉林省松原市,220700
吉林省辽源市,220400
吉林省白山市,220600
吉林省通化市,220500
吉林省四平市,220300
吉林省延边朝鲜族自治州,222400
山西省临汾市,141000
山西省太原市,140100
山西省阳泉市,140300
山西省朔州市,140600
山西省吕梁市,141100
山西省大同市,140200
山西省晋中市,140700
山西省长治市,140400
山西省忻州市,140900
山西省晋城市,140500
山西省运城市,140800
